,EMPLOYEE_ID,GENDER,ETHNICITY,JOB_STATUS,DEPARTMENT_TITLE,DEPARTMENT_NBR,JOB_CLASS_TITLE,EMPLOYMENT_DATE,ANNUAL_ADDITIONAL_PAY,ANNUAL_BASE_RATE,ANNUAL_RATE
16631,49749,Female,Black,Active,CONTROLLER,2601,CH MANAGEMENT ANALYST,1988-08-28,0.0,175120.56,175120.56
7021,12339,Female,Filipino,Active,CONTROLLER,2601,SR ACCOUNTANT II,1988-12-04,0.0,98950.32,98950.32
12156,44849,Female,Black,Active,CONTROLLER,2601,SYSTEMS ANALYST,1990-04-02,0.0,100307.52,100307.52
11154,36737,Female,Asian,Active,CONTROLLER,2601,FINANCIAL MGMT SPEC III,1991-12-02,0.0,139394.88,139394.88
4897,30481,Female,Black,Active,CONTROLLER,2601,PAYROLL ANALYST I,1994-09-18,0.0,98950.32,98950.32
16477,19055,Female,Caucasian,Active,CONTROLLER,2601,SR MGMT ANALYST II,1994-10-02,0.0,146744.64,146744.64
16030,58530,Female,Filipino,Active,CONTROLLER,2601,FINANCIAL MGMT SPEC IV,1994-11-14,0.0,146702.88,146702.88
13797,60049,Female,Asian,Active,CONTROLLER,2601,SR SYSTEMS ANALYST II,1995-03-05,8072.21,146765.52,154837.73
12659,58019,Female,Filipino,Active,CONTROLLER,2601,PR ACCOUNTANT II,1996-11-18,0.0,120039.12,120039.12
14544,58706,Female,Filipino,Active,CONTROLLER,2601,FISCAL SYSTEMS SPEC I,1998-04-27,0.0,125697.6,125697.6
10200,34078,Female,Filipino,Active,CONTROLLER,2601,PR ACCOUNTANT I,2001-01-29,0.0,110768.4,110768.4
7110,61585,Female,Filipino,Active,CONTROLLER,2601,FINANCIAL MGMT SPEC II,2001-05-21,0.0,115716.96,115716.96
20542,77183,Female,Hispanic,Active,CONTROLLER,2601,CH INTERNAL AUDITOR,2003-01-06,0.0,162195.84,162195.84
24084,98205,Female,Caucasian,Active,CONTROLLER,2601,DEPUTY DIR OF AUDITING,2005-05-02,0.0,175120.56,175120.56
25268,281810,Female,Asian,Active,CONTROLLER,2601,SR ACCOUNTANT I,2006-06-19,0.0,91391.76,91391.76
26477,285474,Female,Asian,Active,CONTROLLER,2601,MANAGEMENT ANALYST,2006-08-20,0.0,100307.52,100307.52
28712,302229,Female,Hispanic,Active,CONTROLLER,2601,INTERNAL AUDITOR III,2007-08-20,0.0,115299.36,115299.36
28711,302228,Female,Filipino,Active,CONTROLLER,2601,INTERNAL AUDITOR I,2007-08-20,0.0,85044.24,85044.24
33364,343252,Female,Hispanic,Active,CONTROLLER,2601,INTERNAL AUDITOR II,2011-11-07,0.0,95004.0,95004.0
46820,82687,Female,Hispanic,Active,CONTROLLER,2601,CONTROLLER AIDE VII,2014-01-13,0.0,116385.12,116385.12
36541,366383,Female,Hispanic,Active,CONTROLLER,2601,CONTROLLER AIDE IV,2014-07-11,0.0,62013.6,62013.6
545,19253,Female,Caucasian,Active,CONTROLLER,2601,CH DEPUTY CONTROLLER,2016-07-25,24584.9,223499.52,248084.42
25178,104424,Female,Hispanic,Active,CONTROLLER,2601,ADMIN DEPUTY CONTROLLER,2017-06-08,0.0,176477.76,176477.76
47367,389199,Female,Hispanic,Active,CONTROLLER,2601,OFFICE TRAINEE ADMIN CLERK,2017-07-24,0.0,36581.76,36581.76
47232,390373,Female,Hispanic,Active,CONTROLLER,2601,MANAGEMENT ASSISTANT,2017-09-05,0.0,48796.56,48796.56
44758,29149,Female,Asian,Active,CONTROLLER AS NEEDED,2602,ACCOUNTING CLERK,1975-03-10,0.0,51719.76,51719.76
36430,46395,Female,Caucasian,Active,CONTROLLER AS NEEDED,2602,SR MGMT ANALYST II,2014-06-09,0.0,100370.16,100370.16
39952,374890,Female,Hispanic,Active,CONTROLLER AS NEEDED,2602,STUDENT WORKER,2015-10-31,0.0,31090.32,31090.32
17343,50336,Female,Filipino,Active,CONTROLLER AS NEEDED,2602,PAYROLL SUPERVISOR I,2016-08-01,0.0,62201.52,62201.52
3328,57457,Female,Filipino,Active,CONTROLLER AS NEEDED,2602,FINANCIAL MGMT SPEC V,2016-11-30,0.0,176811.84,176811.84
46550,389999,Female,Hispanic,Active,CONTROLLER AS NEEDED,2602,ADMIN INTERN,2017-08-18,0.0,45518.4,45518.4
15018,24548,Female,Asian,Active,CONTROLLER AS NEEDED,2602,PR ACCOUNTANT II,2017-10-01,0.0,82121.04,82121.04
1315,22740,Female,Asian,Active,COUNCIL,2801,CH LEGISLATIVE ANALYST,1984-02-19,0.0,348549.84,348549.84
4951,27527,Female,Filipino,Active,COUNCIL,2801,LEGISLATIVE ANALYST II,1987-02-09,0.0,101664.72,101664.72
9693,35734,Female,Hispanic,Active,COUNCIL,2801,SR ADMINISTRATIVE CLERK,1990-01-29,0.0,66001.68,66001.68
18976,70201,Female,Asian,Active,COUNCIL,2801,COUNCIL AIDE VII,2001-11-19,0.0,154115.28,154115.28
14265,28081,Female,Hispanic,Active,COUNCIL,2801,PR CLERK,2007-02-04,0.0,79156.08,79156.08
35055,209957,Female,Hispanic,Active,COUNCIL,2801,COUNCIL MEMBER,2013-07-24,0.0,191612.11,191612.11
15568,17923,Female,Hispanic,Active,COUNCIL AS NEEDED,2802,ADMINISTRATIVE CLERK,1985-03-18,0.0,53473.68,53473.68
15934,52540,Female,Caucasian,Active,COUNCIL AS NEEDED,2802,ASST CH LEGIS ANALYST,1985-06-03,46234.58,210157.2,256391.78
3432,56924,Female,Asian,Active,COUNCIL AS NEEDED,2802,COUNCIL AIDE III,1988-12-05,0.0,51448.32,51448.32
4296,12917,Female,Asian,Active,COUNCIL AS NEEDED,2802,COUNCIL AIDE V,1989-01-25,0.0,69279.84,69279.84
11601,53086,Female,Hispanic,Active,COUNCIL AS NEEDED,2802,SECRETARY,1989-03-13,0.0,71722.8,71722.8
7371,10928,Female,Asian,Active,COUNCIL AS NEEDED,2802,SYSTEMS ANALYST,1989-09-11,0.0,100307.52,100307.52
16077,60823,Female,Hispanic,Active,COUNCIL AS NEEDED,2802,COUNCIL AIDE IV,1995-10-02,0.0,63725.76,63725.76
12169,45333,Female,Black,Active,COUNCIL AS NEEDED,2802,COUNCIL AIDE VI,1996-05-16,0.0,90890.64,90890.64
11422,46135,Female,Caucasian,Active,COUNCIL AS NEEDED,2802,LEGISLATIVE ANALYST IV,2000-10-30,0.0,152737.2,152737.2
7143,62421,Female,Hispanic,Active,COUNCIL AS NEEDED,2802,LEGISLATIVE ANALYST III,2001-06-05,0.0,110705.76,110705.76
18320,71864,Female,Asian,Active,COUNCIL AS NEEDED,2802,LEGISLATIVE ANALYST I,2002-04-08,0.0,77235.12,77235.12
18742,72051,Female,Filipino,Active,COUNCIL AS NEEDED,2802,COUNCIL AIDE VII,2002-04-22,0.0,104420.88,104420.88
20732,83070,Female,Asian,Active,COUNCIL AS NEEDED,2802,MANAGEMENT ASSISTANT,2003-07-14,0.0,71326.08,71326.08
20908,83807,Female,Caucasian,Active,COUNCIL AS NEEDED,2802,PHOTOGRAPHER II,2003-07-28,0.0,80722.08,80722.08
25773,284980,Female,Asian,Active,COUNCIL AS NEEDED,2802,STUDENT PROF WORKER,2006-08-14,0.0,38168.64,38168.64
27691,289118,Female,Hispanic,Active,COUNCIL AS NEEDED,2802,CLERK,2006-11-13,0.0,50007.6,50007.6
29552,321401,Female,Hispanic,Active,COUNCIL AS NEEDED,2802,COUNCIL AIDE II,2010-10-25,1259.33,45789.84,47049.17
35099,357922,Female,Hispanic,Active,COUNCIL AS NEEDED,2802,COUNCIL AIDE I,2013-06-18,0.0,30589.2,30589.2
25592,283395,Female,Filipino,Active,COUNCIL AS NEEDED,2802,LEGISLATIVE ANALYST II,2015-01-11,0.0,75439.44,75439.44
47066,388438,Female,Asian,Active,COUNCIL AS NEEDED,2802,OFFICE TRAINEE ADMIN CLERK,2017-06-26,0.0,36581.76,36581.76
12268,54612,Female,Hispanic,Active,CULTURAL AFFAIRS,2501,ADMINISTRATIVE CLERK,1980-12-08,0.0,53473.68,53473.68
492,13094,Female,Black,Active,CULTURAL AFFAIRS,2501,ART CENTER DIRECTOR II,1991-10-20,5136.48,92122.56,97259.04
9383,27530,Female,Hispanic,Active,CULTURAL AFFAIRS,2501,EXEC ADMIN ASST III,1992-02-23,5088.46,92519.28,97607.74
2409,25108,Female,Black,Active,CULTURAL AFFAIRS,2501,SR MGMT ANALYST I,1995-01-17,0.0,118473.12,118473.12
10959,40019,Female,Hispanic,Active,CULTURAL AFFAIRS,2501,SR MGMT ANALYST II,1995-07-30,0.0,135260.64,135260.64
2110,44567,Female,Black,Active,CULTURAL AFFAIRS,2501,ARTS MANAGER III,1996-08-12,0.0,118347.84,118347.84
3628,59101,Female,Hispanic,Active,CULTURAL AFFAIRS,2501,ARTS MANAGER I,1999-11-29,0.0,65250.0,65250.0
6492,63730,Female,Hispanic,Active,CULTURAL AFFAIRS,2501,ARTS MANAGER II,2001-07-03,0.0,100829.52,100829.52
20655,77858,Female,Caucasian,Active,CULTURAL AFFAIRS,2501,ART INSTRUCTOR I,2002-01-26,0.0,67484.16,67484.16
14319,41590,Female,Hispanic,Active,CULTURAL AFFAIRS,2501,ARTS ASSOCIATE,2005-03-01,0.0,71326.08,71326.08
26312,285835,Female,Filipino,Active,CULTURAL AFFAIRS,2501,SR ACCOUNTANT II,2006-09-05,0.0,84083.76,84083.76
23591,106401,Female,Other,Active,CULTURAL AFFAIRS,2501,ART CENTER DIRECTOR I,2010-04-01,0.0,79636.32,79636.32
36739,366625,Female,Caucasian,Active,CULTURAL AFFAIRS,2501,GEN MGR CULTURAL AFFAIR,2014-07-01,0.0,183305.52,183305.52
39069,68190,Female,Black,Active,CULTURAL AFFAIRS,2501,ART CENTER DIRECTOR III,2015-07-20,0.0,82643.04,82643.04
40826,376545,Female,Asian,Active,CULTURAL AFFAIRS,2501,SR PROJECT COORDINATOR,2016-01-11,0.0,78446.16,78446.16
44424,382373,Female,Hispanic,Active,CULTURAL AFFAIRS,2501,MANAGEMENT ASSISTANT,2016-11-14,0.0,50132.88,50132.88
45419,387895,Female,Caucasian,Active,CULTURAL AFFAIRS,2501,ART CURATOR,2017-06-13,0.0,51469.2,51469.2
46770,390796,Female,Filipino,Active,CULTURAL AFFAIRS,2501,ACCOUNTANT,2017-09-25,0.0,53807.76,53807.76
9573,31707,Female,Caucasian,Active,DEPT ON DISABILITY,2101,SR PROJECT COORDINATOR,1997-11-17,0.0,111582.72,111582.72
23711,101278,Female,Caucasian,Active,DEPT ON DISABILITY,2101,MANAGEMENT ANALYST,2005-07-25,0.0,92477.52,92477.52
30191,308630,Female,Black,Active,DEPT ON DISABILITY,2101,SR ADMINISTRATIVE CLERK,2010-01-20,0.0,60844.32,60844.32
27187,291547,Female,Hispanic,Active,DEPT ON DISABILITY,2101,ADMINISTRATIVE CLERK,2014-12-01,0.0,44244.72,44244.72
37398,369172,Female,Caucasian,Active,DEPT ON DISABILITY,2101,PR PROJECT COORDINATOR,2014-12-29,0.0,96235.92,96235.92
30206,312388,Female,Other,Active,DEPT ON DISABILITY COMM,2109,MEM COMMSN ON DISABILTY,2007-07-01,0.0,104400.0,104400.0
17252,33967,Female,Caucasian,Active,EDD ADMINISTRATIVE SERVICES,1921,MANAGEMENT ANALYST,1997-12-07,0.0,100307.52,100307.52
1565,44899,Female,Hispanic,Active,EDD ADMINISTRATIVE SERVICES,1921,ADMINISTRATIVE CLERK,2000-05-15,0.0,53473.68,53473.68
5249,39110,Female,Black,Active,EDD ECONOMIC DEVELOPMENT DIVISION,1971,ADMINISTRATIVE CLERK,1983-05-31,0.0,53473.68,53473.68
6799,60777,Female,Filipino,Active,EDD ECONOMIC DEVELOPMENT DIVISION,1971,SR REAL ESTATE OFFICER,2000-04-24,0.0,121876.56,121876.56
3237,51750,Female,Hispanic,Active,EDD ECONOMIC DEVELOPMENT DIVISION,1971,MANAGEMENT ANALYST,2000-06-26,0.0,100307.52,100307.52
3238,51750,Female,Hispanic,Active,EDD ECONOMIC DEVELOPMENT DIVISION,1971,INTERPRETER,2000-06-26,0.0,75272.4,75272.4
48416,70000,Female,Hispanic,Active,EDD ECONOMIC DEVELOPMENT DIVISION,1971,INDUST COMRCL FIN OFRI,2001-11-05,0.0,135030.96,135030.96
19400,73416,Female,Asian,Active,EDD ECONOMIC DEVELOPMENT DIVISION,1971,INDUST COMRCL FIN OFRII,2002-07-01,0.0,144969.84,144969.84
26807,285018,Female,Hispanic,Active,EDD ECONOMIC DEVELOPMENT DIVISION,1971,PROJECT COORDINATOR,2006-08-14,0.0,86568.48,86568.48
33666,347365,Female,Asian,Active,EDD ECONOMIC DEVELOPMENT DIVISION,1971,PROPERTY MANAGER III,2012-06-04,0.0,137390.4,137390.4
43907,384758,Female,Other,Active,EDD ECONOMIC DEVELOPMENT DIVISION,1971,MANAGEMENT ASSISTANT,2017-03-06,0.0,50132.88,50132.88
44227,385201,Female,Hispanic,Active,EDD ECONOMIC DEVELOPMENT DIVISION,1971,CH GRANTS ADMINISTRATOR,2017-03-20,0.0,125488.8,125488.8
6169,19995,Female,Hispanic,Active,EDD EXECUTIVE MANAGEMENT,1900,SR MGMT ANALYST II,1986-04-21,0.0,146744.64,146744.64
15585,20185,Female,Filipino,Active,EDD EXECUTIVE MANAGEMENT,1900,EXEC ADMIN ASST III,1988-10-03,0.0,92519.28,92519.28
7273,13175,Female,Black,Active,EDD EXECUTIVE MANAGEMENT,1900,GM EWDD,1990-06-18,0.0,225733.68,225733.68
8397,20085,Female,Black,Active,EDD EXECUTIVE MANAGEMENT,1900,SECRETARY,1994-10-03,0.0,71722.8,71722.8
8648,26558,Female,Hispanic,Active,EDD EXECUTIVE MANAGEMENT,1900,SR PROJECT COORDINATOR,1997-10-06,0.0,102875.76,102875.76
8302,18723,Female,Hispanic,Active,EDD FINANCIAL MANAGEMENT,1910,ADMINISTRATIVE CLERK,1975-01-29,2940.95,53473.68,56414.63
43315,32164,Female,Asian,Active,EDD FINANCIAL MANAGEMENT,1910,FISCAL SYSTEMS SPEC II,1987-04-13,0.0,139019.04,139019.04
7903,21155,Female,Filipino,Active,EDD FINANCIAL MANAGEMENT,1910,ACCOUNTING CLERK,1989-09-25,0.0,69697.44,69697.44
9366,26717,Female,Black,Active,EDD FINANCIAL MANAGEMENT,1910,SR ADMINISTRATIVE CLERK,1989-12-11,0.0,66001.68,66001.68
7915,21561,Female,Filipino,Active,EDD FINANCIAL MANAGEMENT,1910,MANAGEMENT ANALYST,1990-03-12,0.0,100307.52,100307.52
5322,41837,Female,Filipino,Active,EDD FINANCIAL MANAGEMENT,1910,DEPT CHIEF ACCT IV,1990-11-04,0.0,175120.56,175120.56
5361,41315,Female,Asian,Active,EDD FINANCIAL MANAGEMENT,1910,ACCOUNTANT,1996-11-12,0.0,78696.72,78696.72
18975,70193,Female,Filipino,Active,EDD FINANCIAL MANAGEMENT,1910,PR ACCOUNTANT II,2001-11-18,0.0,104796.72,104796.72
21100,86334,Female,Filipino,Active,EDD FINANCIAL MANAGEMENT,1910,SR AUDITOR,2003-11-17,0.0,106362.72,106362.72
8924,24606,Female,Filipino,Active,EDD FINANCIAL MANAGEMENT,1910,SR ACCOUNTANT I,2007-04-03,0.0,91391.76,91391.76
44376,382928,Female,Asian,Active,EDD FINANCIAL MANAGEMENT,1910,AUDITOR I,2016-12-08,0.0,59361.84,59361.84
16788,26724,Female,Black,Active,EDD INFORMATION TECHNOLOGY,1961,SR SYSTEMS ANALYST I,1995-05-28,0.0,118661.04,118661.04
1246,23994,Female,Hispanic,Active,EDD INFORMATION TECHNOLOGY,1961,SYSTEMS ANALYST,1995-11-20,0.0,100307.52,100307.52
1909,41920,Female,Hispanic,Active,EDD WORKFORCE DEVELOPMENT,1935,SR MGMT ANALYST I,1983-02-14,0.0,112209.12,112209.12
45770,39691,Female,Hispanic,Active,EDD WORKFORCE DEVELOPMENT,1935,COMMISSION EXEC ASST II,1984-12-03,0.0,100307.52,100307.52
14700,35652,Female,Hispanic,Active,EDD WORKFORCE DEVELOPMENT,1935,SR ADMINISTRATIVE CLERK,1987-04-27,3629.99,66001.68,69631.67
16564,46713,Female,Asian,Active,EDD WORKFORCE DEVELOPMENT,1935,MANAGEMENT ANALYST,1987-09-14,0.0,97614.0,97614.0
12558,50871,Female,Hispanic,Active,EDD WORKFORCE DEVELOPMENT,1935,SR PROJECT COORDINATOR,1995-05-30,0.0,111582.72,111582.72
1310,30773,Female,Hispanic,Active,EDD WORKFORCE DEVELOPMENT,1935,NEIGHBRHD EMP ANALYST,1998-09-08,0.0,93918.24,93918.24
495,11000,Female,Caucasian,Active,EDD WORKFORCE DEVELOPMENT,1935,HUMAN REL ADVOCATE,1999-08-03,0.0,93918.24,93918.24
10883,41371,Female,Hispanic,Active,EDD WORKFORCE DEVELOPMENT,1935,SR PROJECT ASSISTANT,2000-01-24,0.0,78112.08,78112.08
39269,58237,Female,Hispanic,Active,EDD WORKFORCE DEVELOPMENT,1935,PROJECT ASSISTANT,2001-06-25,0.0,71326.08,71326.08
35167,69801,Female,Black,Active,EDD WORKFORCE DEVELOPMENT,1935,ASST CH GRANTS ADMINSTR,2001-10-29,0.0,127200.96,127200.96
23370,100754,Female,Black,Active,EDD WORKFORCE DEVELOPMENT,1935,MANAGEMENT ASSISTANT,2005-07-11,0.0,71326.08,71326.08
9744,39914,Female,Asian,Active,EDD WORKFORCE DEVELOPMENT,1935,ADMINISTRATIVE CLERK,2006-01-03,0.0,53473.68,53473.68
5489,40496,Female,Hispanic,Active,EL PBLO LA HIST MNT AUT,4182,MANAGEMENT ASSISTANT,1984-07-16,0.0,71326.08,71326.08
14472,27872,Female,Hispanic,Active,EL PBLO LA HIST MNT AUT,4182,ADMINISTRATIVE CLERK,1984-12-10,2940.95,53473.68,56414.63
440,17538,Female,Asian,Active,EL PBLO LA HIST MNT AUT,4182,SR ACCOUNTANT II,1999-01-04,0.0,98950.32,98950.32
21155,82695,Female,Asian,Active,EL PBLO LA HIST MNT AUT,4182,ASST GM EL PUEBLO HIST,2003-07-01,0.0,152883.36,152883.36
8359,20254,Female,Hispanic,Active,EL PBLO LA HIST MNT AUT,4182,ACCOUNTANT,2005-10-30,0.0,78696.72,78696.72
12224,45749,Female,Hispanic,Active,EL PUEBLO AS NEEDED,4183,COMNTY/ADMN SUP WKR III,1985-07-01,1106.64,39943.44,41050.08
17467,21425,Female,Hispanic,Active,EL PUEBLO AS NEEDED,4183,MUSEUM GUIDE,1997-04-28,918.72,33700.32,34619.04
37099,368261,Female,Filipino,Active,EL PUEBLO AS NEEDED,4183,PROJECT ASSISTANT,2014-10-28,0.0,48796.56,48796.56
39716,374408,Female,Asian,Active,EMERGENCY MANAGEMENT AS NEEDED,1302,ADMIN INTERN,2015-09-21,0.0,41801.76,41801.76
15318,33032,Female,Black,Active,EMERGENCY MANAGEMENT DEPT,1301,EMERGNCY MGT COORD I,1984-05-29,0.0,118347.84,118347.84
2367,51097,Female,Black,Active,EMERGENCY MANAGEMENT DEPT,1301,ACCOUNTING CLERK,1989-08-28,0.0,69697.44,69697.44
10331,29518,Female,Black,Active,EMERGENCY MANAGEMENT DEPT,1301,SECRETARY,1999-08-30,0.0,71722.8,71722.8
11047,36332,Female,Black,Active,EMERGENCY MANAGEMENT DEPT,1301,SR PROJECT COORDINATOR,2000-02-27,0.0,111582.72,111582.72
14106,12860,Female,Black,Active,EMERGENCY MANAGEMENT DEPT,1301,EMERGNCY MGT COORD II,2001-04-10,7177.5,146556.72,153734.22
13794,60032,Female,Asian,Active,EMERGENCY MANAGEMENT DEPT,1301,EXEC ADMIN ASST III,2001-12-11,0.0,92519.28,92519.28
32349,332319,Female,Caucasian,Active,EMERGENCY MANAGEMENT DEPT,1301,MANAGEMENT ANALYST,2010-06-15,0.0,76462.56,76462.56
16010,57404,Female,Filipino,Active,EMERGENCY MANAGEMENT DEPT,1301,SR MGMT ANALYST I,2015-03-03,0.0,97968.96,97968.96
5655,44259,Female,Hispanic,Active,EMPLOYEE RELATIONS,2901,COMMISSION EXEC ASST I,1979-10-15,0.0,79156.08,79156.08
35602,175646,Female,Hispanic,Active,EMPLOYEE RELATIONS BD,2909,MEM EMPL RELATIONS BD,2013-11-22,0.0,1879200.0,1879200.0
34421,352161,Female,Hispanic,Active,F P PENSION COMM,5259,COMMISSIONER,2012-12-05,0.0,104400.0,104400.0
11576,49704,Female,Hispanic,Active,FIRE - FIREFIGHTERS,3001,FIRE CAPTAIN I,1984-05-13,10152.9,92886.17,103039.07
10954,39522,Female,Hispanic,Active,FIRE - FIREFIGHTERS,3001,FIREFIGHTER III,1984-05-13,24000.81,66994.97,90995.79
3029,34510,Female,Caucasian,Active,FIRE - FIREFIGHTERS,3001,FIRE INSPECTOR I,1984-12-09,6509.34,116677.44,123186.78
16071,26683,Female,Caucasian,Active,FIRE - FIREFIGHTERS,3001,FIRE INSPECTOR II,1987-02-08,9782.28,123192.0,132974.28
6689,56347,Female,Asian,Active,FIRE - FIREFIGHTERS,3001,ENGINEER OF FIRE DEPT,1987-11-22,2143.93,78896.57,81040.5
13168,11735,Female,Caucasian,Active,FIRE - FIREFIGHTERS,3001,FIRE BATTALION CHIEF,1989-10-09,11211.81,120313.54,131525.36
6002,37595,Female,Caucasian,Active,FIRE - FIREFIGHTERS,3001,APPARATUS OPERATOR,1990-10-11,5872.5,78896.57,84769.07
9266,25521,Female,Caucasian,Active,FIRE - FIREFIGHTERS,3001,FIRE CAPTAIN II,1993-04-08,11718.9,97957.03,109675.93
751,14981,Female,Caucasian,Active,FIRE - FIREFIGHTERS,3001,FIRE DEPUTY CHIEF,1999-10-12,6410.16,213372.72,219782.88
40275,375537,Female,Asian,Active,FIRE - FIREFIGHTERS,3001,FIREFIGHTER II,2015-12-17,1610.74,53825.66,55436.4
45691,386248,Female,Caucasian,Active,FIRE - FIREFIGHTERS,3001,FIREFIGHTER I,2017-05-01,0.0,64226.88,64226.88
2604,52997,Female,Asian,Active,FIRE CIVILIAN,3002,FIRE ADMINISTRATOR,1968-04-26,0.0,200531.52,200531.52
1020,20391,Female,Hispanic,Active,FIRE CIVILIAN,3002,SR SYSTEMS ANALYST I,1979-08-27,0.0,118661.04,118661.04
3293,37432,Female,Hispanic,Active,FIRE CIVILIAN,3002,EXEC ADMIN ASST II,1980-05-12,0.0,86317.92,86317.92
15721,33206,Female,Hispanic,Active,FIRE CIVILIAN,3002,SECRETARY,1980-12-09,1972.38,71722.8,73695.18
9424,28012,Female,Hispanic,Active,FIRE CIVILIAN,3002,SR ADMINISTRATIVE CLERK,1982-10-05,0.0,66001.68,66001.68
3240,49812,Female,Hispanic,Active,FIRE CIVILIAN,3002,SR PERSONNEL ANALYST II,1983-01-03,0.0,152737.2,152737.2
8228,22067,Female,Filipino,Active,FIRE CIVILIAN,3002,ADMINISTRATIVE CLERK,1985-02-27,0.0,53473.68,53473.68
11258,41978,Female,Black,Active,FIRE CIVILIAN,3002,PAYROLL SUPERVISOR II,1985-08-04,0.0,96966.72,96966.72
10020,34841,Female,Hispanic,Active,FIRE CIVILIAN,3002,SR MGMT ANALYST II,1985-08-12,0.0,146744.64,146744.64
15725,54978,Female,Caucasian,Active,FIRE CIVILIAN,3002,FIRE PROT ENGR ASSC IV,1985-10-28,0.0,127555.92,127555.92
5895,52764,Female,Black,Active,FIRE CIVILIAN,3002,MANAGEMENT ANALYST,1986-08-18,0.0,97614.0,97614.0
6612,55473,Female,Filipino,Active,FIRE CIVILIAN,3002,SR MGMT ANALYST I,1986-10-14,0.0,118473.12,118473.12
9822,33076,Female,Hispanic,Active,FIRE CIVILIAN,3002,EXEC ADMIN ASST III,1987-05-11,2544.23,92519.28,95063.51
8072,18252,Female,Asian,Active,FIRE CIVILIAN,3002,ACCOUNTING CLERK,1987-09-30,0.0,69697.44,69697.44
9889,33619,Female,Filipino,Active,FIRE CIVILIAN,3002,DEPT CHIEF ACCT III,1987-12-20,0.0,153635.04,153635.04
17534,30591,Female,Hispanic,Active,FIRE CIVILIAN,3002,COMMISSION EXEC ASST II,1988-03-28,5368.77,97614.0,102982.77
11702,48106,Female,Filipino,Active,FIRE CIVILIAN,3002,PAYROLL SUPERVISOR I,1988-05-04,0.0,79385.76,79385.76
10002,33142,Female,Caucasian,Active,FIRE CIVILIAN,3002,INFO SYSTEM MGR II,1989-08-14,0.0,170422.56,170422.56
16043,32915,Female,Hispanic,Active,FIRE CIVILIAN,3002,SR PERSONNEL ANALYST I,1990-06-03,0.0,110705.76,110705.76
1783,38429,Female,Hispanic,Active,FIRE CIVILIAN,3002,PERSONNEL DIR II,1991-03-25,4675.03,170004.96,174679.99
11188,41593,Female,Caucasian,Active,FIRE CIVILIAN,3002,SYSTEMS PROGRAMMER I,1992-10-05,0.0,124507.44,124507.44
8965,23113,Female,Black,Active,FIRE CIVILIAN,3002,PERS RECORDS SUPV,1994-04-04,0.0,84334.32,84334.32
6845,60587,Female,Filipino,Active,FIRE CIVILIAN,3002,FISCAL SYSTEMS SPEC II,1995-01-03,0.0,139019.04,139019.04
5338,38512,Female,Asian,Active,FIRE CIVILIAN,3002,PROGRAMMER/ANALYST IV,1999-04-26,0.0,116698.32,116698.32
2497,54406,Female,Asian,Active,FIRE CIVILIAN,3002,SYSTEMS ANALYST,2000-01-31,0.0,100307.52,100307.52
10018,34833,Female,Hispanic,Active,FIRE CIVILIAN,3002,SR STOREKEEPER,2000-12-11,0.0,69927.12,69927.12
5293,54495,Female,Hispanic,Active,FIRE CIVILIAN,3002,CH CLERK,2001-01-28,0.0,94482.0,94482.0
20008,74603,Female,Filipino,Active,FIRE CIVILIAN,3002,RISK MGT/PREV PROG SPEC,2002-08-12,0.0,111373.92,111373.92
19876,76143,Female,Hispanic,Active,FIRE CIVILIAN,3002,MANAGEMENT ASSISTANT,2002-11-18,0.0,71326.08,71326.08
2520,55316,Female,Filipino,Active,FIRE CIVILIAN,3002,PR CLERK,2003-03-04,0.0,79156.08,79156.08
20913,80862,Female,Asian,Active,FIRE CIVILIAN,3002,PROGRAMMER/ANALYST V,2003-05-19,0.0,125718.48,125718.48
13046,56862,Female,Asian,Active,FIRE CIVILIAN,3002,SR SYSTEMS ANALYST II,2003-09-21,0.0,146765.52,146765.52
17579,30232,Female,Hispanic,Active,FIRE CIVILIAN,3002,STOREKEEPER II,2005-10-02,0.0,66001.68,66001.68
24534,280687,Female,Hispanic,Active,FIRE CIVILIAN,3002,FIRE SPECIAL INVESTIGATOR,2006-05-15,0.0,129351.6,129351.6
28546,297280,Female,Asian,Active,FIRE CIVILIAN,3002,PROGRAMMER/ANALYST III,2007-05-07,0.0,107886.96,107886.96
30076,308658,Female,Asian,Active,FIRE CIVILIAN,3002,ACCOUNTING REC SUPVR I,2008-02-04,0.0,77047.2,77047.2
29549,321471,Female,Asian,Active,FIRE CIVILIAN,3002,PUBLIC SAFETY EMPLOYEE REL MGR,2008-12-29,0.0,155910.96,155910.96
32366,332671,Female,Caucasian,Active,FIRE CIVILIAN,3002,FIRE STATISTICAL MANAGER,2012-07-30,0.0,103126.32,103126.32
34543,354392,Female,Filipino,Active,FIRE CIVILIAN,3002,SR ACCOUNTANT II,2013-03-11,0.0,77506.56,77506.56
27673,295016,Female,Caucasian,Active,FIRE CIVILIAN,3002,INDEP ASSESSOR FIRE COMM,2014-02-09,0.0,162028.8,162028.8
32581,336642,Female,Filipino,Active,FIRE CIVILIAN,3002,FIRE PROT ENGR ASSC II,2015-01-26,0.0,92059.92,92059.92
35592,361669,Female,Filipino,Active,FIRE CIVILIAN,3002,AUDITOR II,2015-03-03,0.0,72098.64,72098.64
39384,373972,Female,Caucasian,Active,FIRE CIVILIAN,3002,EMER MED SERVS EDUCATOR,2015-08-17,0.0,91036.8,91036.8
