,EMPLOYEE_ID,GENDER,ETHNICITY,JOB_STATUS,DEPARTMENT_TITLE,DEPARTMENT_NBR,JOB_CLASS_TITLE,EMPLOYMENT_DATE,ANNUAL_ADDITIONAL_PAY,ANNUAL_BASE_RATE,ANNUAL_RATE
9860,36051,Male,Hispanic,Active,PW STREET IMPROVEMENT,7490,LANDSCAPE ARCH II,1989-10-23,13050.0,134926.56,147976.56
3291,37423,Male,Asian,Active,PW STREET IMPROVEMENT,7490,CIVIL ENGINEER,2000-12-04,0.0,127555.92,127555.92
14992,19661,Female,Asian,Active,PW STREET IMPROVEMENT,7490,CIVIL ENGRG ASSOC IV,1993-11-29,0.0,127555.92,127555.92
22953,93239,Male,Asian,Active,PW STREET IMPROVEMENT,7490,TRANSP ENGINEER,2004-11-07,0.0,127555.92,127555.92
46359,14666,Male,Caucasian,Active,PW STREET IMPROVEMENT,7490,LANDSCAPE ARCH I,2006-01-23,0.0,127555.92,127555.92
9675,40998,Male,Hispanic,Active,PW STREET IMPROVEMENT,7490,SR MGMT ANALYST I,1999-03-22,0.0,118473.12,118473.12
6216,59500,Male,Filipino,Active,PW STREET IMPROVEMENT,7490,CIVIL ENGRG ASSOC III,1990-01-02,0.0,117345.6,117345.6
37599,369838,Male,Caucasian,Active,PW STREET IMPROVEMENT,7490,CONSTR & MAINT SUPV I,2015-02-09,0.0,116781.84,116781.84
17495,26984,Female,Caucasian,Active,PW STREET IMPROVEMENT,7490,SR SYSTEMS ANALYST I,1997-09-14,0.0,112397.04,112397.04
3520,13782,Male,Caucasian,Active,PW STREET IMPROVEMENT,7490,CIVIL ENGRG ASSOC II,1989-12-07,0.0,105444.0,105444.0
12820,52395,Female,Asian,Active,PW STREET IMPROVEMENT,7490,LANDSCAPE ARCH ASSC II,2000-07-03,0.0,105444.0,105444.0
11057,36387,Female,Asian,Active,PW STREET IMPROVEMENT,7490,MANAGEMENT ANALYST,1993-09-19,0.0,100307.52,100307.52
955,17299,Male,Asian,Active,PW STREET IMPROVEMENT,7490,ENVIRONMENTAL SPEC II,2009-08-03,0.0,97196.4,97196.4
6864,54830,Female,Hispanic,Active,PW STREET IMPROVEMENT,7490,LANDSCAPE ARCH ASSC I,1999-07-06,0.0,94252.32,94252.32
37527,369582,Female,Asian,Active,PW STREET IMPROVEMENT,7490,CIVIL ENGRG ASSOC I,2015-02-02,0.0,89282.88,89282.88
32078,330280,Male,Hispanic,Active,PW STREET IMPROVEMENT,7490,ELECTRICIAN,2012-05-03,0.0,88218.0,88218.0
39607,374414,Male,Hispanic,Active,PW STREET IMPROVEMENT,7490,WELDER,2015-09-21,0.0,83352.96,83352.96
16697,42211,Male,Black,Active,PW STREET IMPROVEMENT,7490,SR CIVIL ENGR DRAFT TEC,1991-08-25,0.0,82684.8,82684.8
24469,105482,Male,Hispanic,Active,PW STREET IMPROVEMENT,7490,MECH REPAIRER,2006-01-09,0.0,79803.36,79803.36
18541,75817,Male,Caucasian,Active,PW STREET IMPROVEMENT,7490,SR ADMINISTRATIVE CLERK,2009-12-14,0.0,64226.88,64226.88
46228,386053,Male,Hispanic,Active,PW STREET IMPROVEMENT,7490,ELECTRCL CRAFT HELPER,2017-05-01,0.0,61992.72,61992.72
5951,35982,Male,Caucasian,Active,PW STORMWATER MANAGEMENT DIV,7025,PR ENVRMNTL ENGR,1986-10-27,0.0,175120.56,175120.56
5557,43182,Male,Caucasian,Active,PW STORMWATER MANAGEMENT DIV,7025,CH ENV COMP INSPECT II,2005-05-17,11745.0,147287.52,159032.52
5444,40692,Male,Asian,Active,PW STORMWATER MANAGEMENT DIV,7025,SR ENVRMNTL ENGINEER,1986-02-02,0.0,149981.04,149981.04
12617,50329,Female,Filipino,Active,PW STORMWATER MANAGEMENT DIV,7025,ENVIRN AFFRS OFC,1989-09-11,0.0,144677.52,144677.52
88,14012,Male,Caucasian,Active,PW STORMWATER MANAGEMENT DIV,7025,CIVIL ENGRG ASSOC IV,1989-05-05,0.0,127555.92,127555.92
825,24573,Female,Asian,Active,PW STORMWATER MANAGEMENT DIV,7025,CIVIL ENGINEER,1987-02-02,0.0,127555.92,127555.92
2244,22960,Female,Caucasian,Active,PW STORMWATER MANAGEMENT DIV,7025,LANDSCAPE ARCH I,2000-10-23,0.0,127555.92,127555.92
2528,58352,Female,Filipino,Active,PW STORMWATER MANAGEMENT DIV,7025,ENVRMNTL ENGINEER,1991-10-07,0.0,127555.92,127555.92
13101,52684,Male,Filipino,Active,PW STORMWATER MANAGEMENT DIV,7025,ENVRMNTL ENGRG ASSC IV,1989-07-30,0.0,127555.92,127555.92
11024,40502,Female,Caucasian,Active,PW STORMWATER MANAGEMENT DIV,7025,SR MGMT ANALYST I,1992-02-24,0.0,118473.12,118473.12
7361,68630,Male,Caucasian,Active,PW STORMWATER MANAGEMENT DIV,7025,ENVIRONMENTAL SUPVR I,2001-08-26,0.0,117345.6,117345.6
11660,47623,Male,Hispanic,Active,PW STORMWATER MANAGEMENT DIV,7025,STRUCTRL ENGRG ASSC III,2000-11-06,0.0,117345.6,117345.6
18667,71283,Male,Caucasian,Active,PW STORMWATER MANAGEMENT DIV,7025,ENVRMNTL ENGRG ASSC III,2002-02-11,0.0,117345.6,117345.6
31163,319963,Male,Caucasian,Active,PW STORMWATER MANAGEMENT DIV,7025,ENVIRONMENTAL SPEC III,2011-09-26,0.0,117345.6,117345.6
19922,74251,Male,Asian,Active,PW STORMWATER MANAGEMENT DIV,7025,SR ENV COMPLIANCE INSP,2002-08-05,11745.0,101664.72,113409.72
4408,17397,Male,Asian,Active,PW STORMWATER MANAGEMENT DIV,7025,SR CHEMIST,2000-03-27,0.0,108408.96,108408.96
19079,70786,Male,Caucasian,Active,PW STORMWATER MANAGEMENT DIV,7025,WATER BIOLOGIST III,2001-12-30,0.0,108408.96,108408.96
26482,287162,Male,Asian,Active,PW STORMWATER MANAGEMENT DIV,7025,ENV COMPLIANCE INSP,2006-10-02,11745.0,93730.32,105475.32
17245,12883,Male,Black,Active,PW STORMWATER MANAGEMENT DIV,7025,CIVIL ENGRG ASSOC II,1989-10-04,0.0,105444.0,105444.0
35411,359692,Female,Other,Active,PW STORMWATER MANAGEMENT DIV,7025,ENVRMNTL ENGRG ASSC II,2013-09-09,0.0,102625.2,102625.2
1857,39284,Female,Filipino,Active,PW STORMWATER MANAGEMENT DIV,7025,MANAGEMENT ANALYST,1990-02-12,0.0,100307.52,100307.52
13873,60627,Female,Filipino,Active,PW STORMWATER MANAGEMENT DIV,7025,CHEMIST II,2000-12-17,0.0,94252.32,94252.32
37097,368173,Female,Asian,Active,PW STORMWATER MANAGEMENT DIV,7025,GEOGRAPHIC INFORMATION SYSTEMS SPECIALIST,2014-10-06,0.0,77986.8,77986.8
19920,74249,Male,Asian,Active,PW STORMWATER MANAGEMENT DIV,7025,LABORATORY TECH II,2002-08-05,0.0,76462.56,76462.56
1015,20354,Female,Black,Active,PW STORMWATER MANAGEMENT DIV,7025,SECRETARY,1989-11-13,0.0,71722.8,71722.8
35414,359701,Female,Black,Active,PW STORMWATER MANAGEMENT DIV,7025,ENVRMNTL ENGRG ASSC I,2013-09-09,0.0,69927.12,69927.12
7498,10436,Male,Caucasian,Active,PW STORMWATER MANAGEMENT DIV,7025,GRAPHICS DESIGNER I,2000-12-04,0.0,68319.36,68319.36
7693,21703,Female,Filipino,Active,PW STORMWATER MANAGEMENT DIV,7025,SR ADMINISTRATIVE CLERK,2000-02-27,0.0,66001.68,66001.68
37907,370895,Male,Filipino,Active,PW STORMWATER MANAGEMENT DIV,7025,WATER BIOLOGIST I,2015-04-06,0.0,63182.88,63182.88
13023,53683,Male,Hispanic,Active,PW SPECIAL PROJECTS,7412,ST SVCS GEN SUPT I,1983-09-06,0.0,150127.2,150127.2
15674,54888,Male,Caucasian,Active,PW SPECIAL PROJECTS,7412,ST SVCS SUPT I,1991-08-19,0.0,122085.36,122085.36
5406,53929,Male,Hispanic,Active,PW SPECIAL PROJECTS,7412,ST SVCS SUPVR II,1992-06-11,0.0,103564.8,103564.8
1904,41864,Male,Caucasian,Active,PW SPECIAL PROJECTS,7412,ST SVCS SUPVR I,1999-04-12,0.0,97676.64,97676.64
15230,38649,Male,Caucasian,Active,PW SPECIAL PROJECTS,7412,POWER SHOVEL OPERATOR,1988-02-14,2554.15,92874.24,95428.39
1603,38361,Male,Hispanic,Active,PW SPECIAL PROJECTS,7412,EQUIPMNT OPERATOR,1986-06-23,2530.4,92018.16,94548.56
8349,18638,Female,Asian,Active,PW SPECIAL PROJECTS,7412,MANAGEMENT ANALYST,2000-10-23,0.0,92477.52,92477.52
3006,47206,Male,Caucasian,Active,PW SPECIAL PROJECTS,7412,SR CARPENTER,1999-09-08,0.0,92352.24,92352.24
8389,20002,Male,Caucasian,Active,PW SPECIAL PROJECTS,7412,PLUMBER,1986-11-10,0.0,91934.64,91934.64
944,26950,Male,Hispanic,Active,PW SPECIAL PROJECTS,7412,MASONRY WORKER,1999-11-29,0.0,87466.32,87466.32
1718,39596,Male,Hispanic,Active,PW SPECIAL PROJECTS,7412,CARPENTER,1996-06-09,0.0,84000.24,84000.24
1055,28263,Male,Hispanic,Active,PW SPECIAL PROJECTS,7412,CEMENT FINISHER,1994-04-24,0.0,77130.72,77130.72
7433,15448,Male,Black,Active,PW SPECIAL PROJECTS,7412,HEAVY DUTY TRUCK OPER,2000-07-03,1833.53,66669.84,68503.37
5487,44239,Male,Black,Active,PW SPECIAL PROJECTS,7412,CEMENT FINISHER WORKER,1986-02-03,0.0,66314.88,66314.88
19,21348,Male,Hispanic,Active,PW SPECIAL PROJECTS,7412,TRUCK OPERATOR,2000-08-14,1737.48,63182.88,64920.36
22557,28832,Male,Black,Active,PW SPECIAL PROJECTS,7412,ST SVCS WORKER I,2004-07-01,1634.12,59424.48,61058.6
1052,29915,Male,Caucasian,Active,PW SPECIAL PROJECTS,7412,MAINT & CONSTR HELPER,1999-12-20,1552.17,56438.64,57990.81
47360,390339,Male,Hispanic,Active,PW SPECIAL PROJECTS,7412,MOTOR SWEEPER OPERATOR,2017-09-05,0.0,55185.84,55185.84
11640,43483,Female,Black,Active,PW SPECIAL PROJECTS,7412,MAINTENANCE LABORER,2000-08-03,1466.56,53327.52,54794.08
41401,377902,Male,Hispanic,Active,PW SPECIAL PROJECTS,7412,MAINTENANCE ASST,2016-05-16,0.0,37458.72,37458.72
48007,392517,Male,Black,Active,PW SPECIAL PROJECTS,7412,OFFICE TRAINEE ADMIN CLERK,2017-10-16,0.0,36581.76,36581.76
42640,381610,Male,Hispanic,Active,PW SPECIAL PROJECTS,7412,VOCATIONAL WORKER II,2016-10-03,0.0,31507.92,31507.92
35306,358468,Male,Hispanic,Active,PW SOLID RSRC VLLY COLL AS NEEDED,7088,PROJECT ASSISTANT,2013-07-15,0.0,48796.56,48796.56
39420,374079,Male,Hispanic,Active,PW SOLID RSRC VLLY COLL AS NEEDED,7088,MAINTENANCE LABORER,2015-08-24,0.0,45059.04,45059.04
39477,373980,Female,Hispanic,Active,PW SOLID RSRC VLLY COLL AS NEEDED,7088,ADMINISTRATIVE CLERK,2015-08-10,0.0,39692.88,39692.88
47460,389982,Male,Hispanic,Active,PW SOLID RSRC SPPRT SVC AS NEEDED,7090,PROJECT ASSISTANT,2017-08-07,0.0,48796.56,48796.56
26622,283825,Male,Caucasian,Active,PW SOLID RSRC SPPRT SVC AS NEEDED,7090,MAINTENANCE LABORER,2017-03-06,0.0,40423.68,40423.68
33350,344181,Male,Hispanic,Active,PW SOLID RSRC SPPRT SVC AS NEEDED,7090,ADMINISTRATIVE CLERK,2012-01-04,0.0,39692.88,39692.88
21494,84686,Male,Black,Active,PW SOLID RSRC SPPRT SVC AS NEEDED,7090,EVENT ATTENDANT II,2003-08-22,0.0,31278.24,31278.24
33508,345089,Male,Hispanic,Active,PW SOLID RSRC CW RCYCLG AS NEEDED,7087,ADMINISTRATIVE CLERK,2015-10-05,0.0,39692.88,39692.88
37392,369212,Female,Asian,Active,PW SOLID RSRC CW RCYCLG AS NEEDED,7087,STUDENT PROF WORKER,2014-12-29,0.0,34243.2,34243.2
2938,45984,Male,Hispanic,Active,PW SOLID RESOURCES VALLEY COLL,7028,SOLID RESOURCES MGR II,1988-02-01,0.0,165870.72,165870.72
14714,36107,Male,Caucasian,Active,PW SOLID RESOURCES VALLEY COLL,7028,SOLID RESOURCES MGR I,1987-02-09,0.0,137578.32,137578.32
4958,31703,Male,Hispanic,Active,PW SOLID RESOURCES VALLEY COLL,7028,SOLID RESOURCE SUPT,1986-03-17,0.0,120707.28,120707.28
4693,14568,Male,Caucasian,Active,PW SOLID RESOURCES VALLEY COLL,7028,REF COLL SUPERVISOR,1982-08-16,0.0,104629.68,104629.68
7380,69164,Female,Filipino,Active,PW SOLID RESOURCES VALLEY COLL,7028,MANAGEMENT ANALYST,2015-03-03,0.0,100307.52,100307.52
371,18803,Male,Black,Active,PW SOLID RESOURCES VALLEY COLL,7028,REF COLL TRUCK OPER II,1987-05-26,4146.77,75397.68,79544.45
1006,27468,Female,Hispanic,Active,PW SOLID RESOURCES VALLEY COLL,7028,SR ADMINISTRATIVE CLERK,2000-03-13,3438.41,62514.72,65953.13
7814,21246,Male,Hispanic,Active,PW SOLID RESOURCES VALLEY COLL,7028,MAINTENANCE LABORER,2001-04-10,0.0,57545.28,57545.28
5971,40099,Female,Hispanic,Active,PW SOLID RESOURCES VALLEY COLL,7028,ADMINISTRATIVE CLERK,1999-04-26,1470.47,53473.68,54944.15
4598,43767,Male,Caucasian,Active,PW SOLID RESOURCES SUPPORT SERV,7030,SOLID RESOURCES MGR II,1989-11-20,0.0,175120.56,175120.56
10070,35263,Male,Caucasian,Active,PW SOLID RESOURCES SUPPORT SERV,7030,SOLID RESOURCES MGR I,1974-12-31,0.0,157602.24,157602.24
30231,310543,Female,Black,Active,PW SOLID RESOURCES SUPPORT SERV,7030,COMNTY AFFRS ADVOCATE,2008-03-17,0.0,145679.76,145679.76
13387,57433,Female,Filipino,Active,PW SOLID RESOURCES SUPPORT SERV,7030,SR ENVRMNTL ENGINEER,1999-02-14,0.0,142067.52,142067.52
4539,39440,Male,Hispanic,Active,PW SOLID RESOURCES SUPPORT SERV,7030,ENVRMNTL ENGRG ASSC IV,1992-05-11,0.0,127555.92,127555.92
4993,32449,Male,Asian,Active,PW SOLID RESOURCES SUPPORT SERV,7030,ENVRMNTL ENGINEER,2005-03-02,0.0,127555.92,127555.92
23475,96375,Female,Filipino,Active,PW SOLID RESOURCES SUPPORT SERV,7030,ENVIRONMENTAL SUPVR II,2005-03-07,0.0,127555.92,127555.92
15007,22891,Male,Caucasian,Active,PW SOLID RESOURCES SUPPORT SERV,7030,SOLID RESOURCE SUPT,1989-03-27,0.0,124027.2,124027.2
29258,304861,Male,Asian,Active,PW SOLID RESOURCES SUPPORT SERV,7030,ENVRMNTL ENGRG ASSC III,2007-10-29,0.0,117345.6,117345.6
7768,28381,Female,Hispanic,Active,PW SOLID RESOURCES SUPPORT SERV,7030,GEOGRAPHIC INFORMATION SYSTEMS SUPERVISOR I,1997-09-22,0.0,113608.08,113608.08
10092,34940,Male,Caucasian,Active,PW SOLID RESOURCES SUPPORT SERV,7030,REF COLL SUPERVISOR,1983-02-20,5754.53,104629.68,110384.21
4009,60209,Male,Hispanic,Active,PW SOLID RESOURCES SUPPORT SERV,7030,ENVRMNTL ENGRG ASSC II,2000-03-12,0.0,105444.0,105444.0
18293,69748,Male,Filipino,Active,PW SOLID RESOURCES SUPPORT SERV,7030,ENVIRONMENTAL SPEC II,2001-10-07,0.0,105444.0,105444.0
24682,103636,Male,Caucasian,Active,PW SOLID RESOURCES SUPPORT SERV,7030,CIVIL ENGRG ASSOC II,2005-10-31,0.0,105444.0,105444.0
11316,42365,Male,Caucasian,Active,PW SOLID RESOURCES SUPPORT SERV,7030,ENVRMNTL ENGRG ASSC I,2005-03-01,0.0,94252.32,94252.32
8187,24296,Male,Hispanic,Active,PW SOLID RESOURCES SUPPORT SERV,7030,REF COLL TRUCK OPER II,1988-03-28,6220.15,75397.68,81617.83
19323,72850,Female,Caucasian,Active,PW SOLID RESOURCES SUPPORT SERV,7030,PR CLERK,2002-06-02,0.0,79156.08,79156.08
8540,26740,Female,Black,Active,PW SOLID RESOURCES SUPPORT SERV,7030,SR ADMINISTRATIVE CLERK,1995-03-05,9075.23,66001.68,75076.91
39572,374016,Female,Caucasian,Active,PW SOLID RESOURCES SUPPORT SERV,7030,GEOGRAPHIC INFORMATION SYSTEMS SPECIALIST,2015-08-24,0.0,73873.44,73873.44
12568,23235,Male,Hispanic,Active,PW SOLID RESOURCES SUPPORT SERV,7030,PROJECT ASSISTANT,2000-08-01,0.0,71326.08,71326.08
1851,38480,Female,Black,Active,PW SOLID RESOURCES SUPPORT SERV,7030,ACCOUNTING CLERK,2001-04-09,0.0,69697.44,69697.44
23119,101176,Female,Black,Active,PW SOLID RESOURCES SUPPORT SERV,7030,PUB RELATIONS SPEC II,2005-07-31,0.0,63746.64,63746.64
594,20051,Male,American Indian,Active,PW SOLID RESOURCES SUPPORT SERV,7030,MAINTENANCE LABORER,1999-08-16,4747.33,57545.28,62292.61
25028,103214,Female,Hispanic,Active,PW SOLID RESOURCES SUPPORT SERV,7030,SECRETARY,2005-10-19,0.0,59320.08,59320.08
343,20252,Female,Hispanic,Active,PW SOLID RESOURCES SUPPORT SERV,7030,ADMINISTRATIVE CLERK,1998-08-17,0.0,53473.68,53473.68
35098,357874,Male,Black,Active,PW SOLID RESOURCES SUPPORT SERV,7030,VOCATIONAL WORKER II,2013-06-24,0.0,36080.64,36080.64
18665,71280,Male,Asian,Active,PW SOLID RESOURCES SUPPORT SERV,7030,TRANSITIONAL WORKER,2002-02-11,0.0,0.0,0.0
35933,363507,Male,Black,Active,PW SOLID RESOURCES SOUTH AS NEEDED,7032,PROJECT ASSISTANT,2014-03-24,0.0,48796.56,48796.56
34515,353834,Male,Hispanic,Active,PW SOLID RESOURCES SOUTH AS NEEDED,7032,MAINTENANCE LABORER,2015-01-12,0.0,42678.72,42678.72
37350,369076,Female,Hispanic,Active,PW SOLID RESOURCES SOUTH AS NEEDED,7032,ADMINISTRATIVE CLERK,2014-12-15,0.0,39692.88,39692.88
14356,26355,Male,Caucasian,Active,PW SOLID RESOURCES NORTH COLL DIV,7031,SOLID RESOURCES MGR II,1990-05-14,0.0,165870.72,165870.72
13414,21464,Male,Black,Active,PW SOLID RESOURCES NORTH COLL DIV,7031,SOLID RESOURCES MGR I,1995-05-08,0.0,137578.32,137578.32
2187,34426,Male,Black,Active,PW SOLID RESOURCES NORTH COLL DIV,7031,SOLID RESOURCE SUPT,1989-04-24,0.0,124027.2,124027.2
11414,50021,Male,Hispanic,Active,PW SOLID RESOURCES NORTH COLL DIV,7031,REF COLL SUPERVISOR,1992-01-20,2877.26,104629.68,107506.94
2161,48440,Male,Hispanic,Active,PW SOLID RESOURCES NORTH COLL DIV,7031,REF COLL TRUCK OPER II,1993-06-07,4146.77,75397.68,79544.45
21568,92163,Male,Unknown,Active,PW SOLID RESOURCES NORTH COLL DIV,7031,SR ADMINISTRATIVE CLERK,2004-09-19,1814.99,66001.68,67816.67
26982,283885,Female,Hispanic,Active,PW SOLID RESOURCES NORTH COLL DIV,7031,ACCOUNTING CLERK,2006-07-24,0.0,64247.76,64247.76
33597,346469,Male,Black,Transferring Out,PW SOLID RESOURCES NORTH COLL DIV,7031,TRUCK OPERATOR,2017-11-12,3035.17,55185.84,58221.01
1933,27647,Male,Hispanic,Active,PW SOLID RESOURCES NORTH COLL DIV,7031,MAINTENANCE LABORER,2001-08-20,0.0,57545.28,57545.28
15349,20654,Female,Hispanic,Active,PW SOLID RESOURCES NORTH COLL DIV,7031,ADMINISTRATIVE CLERK,1998-08-31,1470.47,53473.68,54944.15
31672,324589,Female,Hispanic,Active,PW SOLID RESOURCES NORTH COLL DIV,7031,MANAGEMENT ASSISTANT,2009-05-10,0.0,50132.88,50132.88
41843,379034,Male,Other,Transferring Out,PW SOLID RESOURCES NORTH COLL DIV,7031,TRAF PAINT SIGN POST I,2017-11-12,0.0,46687.68,46687.68
9375,28933,Male,Black,Active,PW SOLID RESOURCES NORTH COLL DIV,7031,TRANSITIONAL WORKER,1988-05-02,0.0,0.0,0.0
15187,37474,Male,Caucasian,Active,PW SOLID RESOURCES DISP & ENGRG,7011,SOLID RESOURCES MGR II,1984-07-16,0.0,175120.56,175120.56
4533,22629,Male,Hispanic,Active,PW SOLID RESOURCES DISP & ENGRG,7011,SOLID RESOURCES MGR I,1988-04-11,0.0,145262.16,145262.16
7092,13091,Male,Caucasian,Active,PW SOLID RESOURCES DISP & ENGRG,7011,ENVRMNTL ENGINEER,1989-09-11,0.0,127555.92,127555.92
15668,54740,Male,Caucasian,Active,PW SOLID RESOURCES DISP & ENGRG,7011,SOLID WSTE DISP SUPT II,1987-03-29,0.0,127430.64,127430.64
10356,30598,Male,Caucasian,Active,PW SOLID RESOURCES DISP & ENGRG,7011,CONSTR & MAINT SUPT,1995-01-22,0.0,126052.56,126052.56
2271,34847,Male,Caucasian,Active,PW SOLID RESOURCES DISP & ENGRG,7011,MECH ENGRG ASSC III,1989-10-10,0.0,117345.6,117345.6
18895,70153,Male,Caucasian,Active,PW SOLID RESOURCES DISP & ENGRG,7011,ENVRMNTL ENGRG ASSC III,2001-11-13,0.0,117345.6,117345.6
16696,42199,Male,Hispanic,Active,PW SOLID RESOURCES DISP & ENGRG,7011,CONSTR & MAINT SUPV I,1990-02-12,0.0,116781.84,116781.84
3073,56967,Male,Black,Active,PW SOLID RESOURCES DISP & ENGRG,7011,EQUIPMENT SUPERVISOR,1988-02-01,0.0,106675.92,106675.92
797,27632,Male,Caucasian,Active,PW SOLID RESOURCES DISP & ENGRG,7011,INSTRUMENT MECH,1988-07-17,5534.24,100620.72,106154.96
12951,52032,Male,Caucasian,Active,PW SOLID RESOURCES DISP & ENGRG,7011,ENVRMNTL ENGRG ASSC II,1990-02-05,0.0,105444.0,105444.0
30969,317115,Male,Caucasian,Active,PW SOLID RESOURCES DISP & ENGRG,7011,SR ENV COMPLIANCE INSP,2008-09-02,0.0,104462.64,104462.64
528,19426,Male,Caucasian,Active,PW SOLID RESOURCES DISP & ENGRG,7011,EQUIPMNT OPERATOR,1983-10-03,0.0,99514.08,99514.08
9831,32082,Male,Asian,Active,PW SOLID RESOURCES DISP & ENGRG,7011,ENV COMPLIANCE INSP,1992-02-23,0.0,93730.32,93730.32
4634,22226,Male,Asian,Active,PW SOLID RESOURCES DISP & ENGRG,7011,MANAGEMENT ANALYST,2007-10-28,0.0,87570.72,87570.72
2456,51948,Male,Hispanic,Active,PW SOLID RESOURCES DISP & ENGRG,7011,REF COLL TRUCK OPER II,1990-06-04,0.0,75397.68,75397.68
28280,297662,Male,Other,Active,PW SOLID RESOURCES DISP & ENGRG,7011,CIVIL ENGRG DRAFT TECH,2007-05-14,0.0,74228.4,74228.4
17528,30388,Male,Caucasian,Active,PW SOLID RESOURCES DISP & ENGRG,7011,HEAVY DUTY TRUCK OPER,1999-12-06,0.0,72077.76,72077.76
19679,72676,Male,Hispanic,Active,PW SOLID RESOURCES DISP & ENGRG,7011,PARK MAINT SUPVR,2002-05-20,0.0,71973.36,71973.36
9258,25493,Female,Hispanic,Active,PW SOLID RESOURCES DISP & ENGRG,7011,SECRETARY,1997-03-31,0.0,71722.8,71722.8
1142,30448,Male,Hispanic,Active,PW SOLID RESOURCES DISP & ENGRG,7011,SR GARDENER,1997-09-29,5212.69,63182.88,68395.57
30677,321283,Female,Caucasian,Active,PW SOLID RESOURCES DISP & ENGRG,7011,SR ADMINISTRATIVE CLERK,2008-12-22,0.0,62514.72,62514.72
23520,93758,Male,Hispanic,Active,PW SOLID RESOURCES DISP & ENGRG,7011,MAINTENANCE LABORER,2004-11-29,4747.33,57545.28,62292.61
2113,44589,Male,Caucasian,Active,PW SOLID RESOURCES DISP & ENGRG,7011,GARDENER CARETAKER,1994-10-30,4656.24,56438.64,61094.88
1928,43203,Male,Caucasian,Active,PW SOLID RESOURCES DISP & ENGRG,7011,MAINT & CONSTR HELPER,1991-07-01,0.0,60781.68,60781.68
1122,31624,Female,Asian,Active,PW SOLID RESOURCES DISP & ENGRG,7011,ADMINISTRATIVE CLERK,1987-01-26,0.0,53473.68,53473.68
15988,51739,Male,Caucasian,Active,PW SOLID RESOURCES COMMERCIAL FRANCHISE,7034,SOLID RESOURCES MGR II,1991-06-17,0.0,165870.72,165870.72
11671,47880,Female,Asian,Active,PW SOLID RESOURCES COMMERCIAL FRANCHISE,7034,SOLID RESOURCES MGR I,1990-07-01,0.0,157602.24,157602.24
13047,56864,Male,Asian,Active,PW SOLID RESOURCES COMMERCIAL FRANCHISE,7034,CH ENV COMP INSPECTOR I,1988-08-29,0.0,118494.0,118494.0
21554,85432,Female,Caucasian,Active,PW SOLID RESOURCES COMMERCIAL FRANCHISE,7034,ENVIRONMENTAL SUPVR I,2003-10-06,0.0,117345.6,117345.6
29452,302348,Female,Asian,Active,PW SOLID RESOURCES COMMERCIAL FRANCHISE,7034,ENVRMNTL ENGRG ASSC III,2007-08-20,0.0,117345.6,117345.6
7422,14777,Female,Filipino,Active,PW SOLID RESOURCES COMMERCIAL FRANCHISE,7034,SR MGMT ANALYST I,1999-03-15,0.0,109202.4,109202.4
673,26243,Male,Black,Active,PW SOLID RESOURCES COMMERCIAL FRANCHISE,7034,ENVRMNTL ENGRG ASSC II,1989-01-29,0.0,105444.0,105444.0
25175,105617,Male,Caucasian,Active,PW SOLID RESOURCES COMMERCIAL FRANCHISE,7034,ENVIRONMENTAL SPEC II,2006-01-17,0.0,105444.0,105444.0
21645,86713,Male,Asian,Active,PW SOLID RESOURCES COMMERCIAL FRANCHISE,7034,SR ENV COMPLIANCE INSP,2003-11-17,0.0,104462.64,104462.64
33799,348186,Female,Other,Active,PW SOLID RESOURCES COMMERCIAL FRANCHISE,7034,ENV COMPLIANCE INSP,2012-06-18,0.0,84083.76,84083.76
2054,29235,Male,Hispanic,Active,PW SOLID RESOURCES COMMERCIAL FRANCHISE,7034,MANAGEMENT ANALYST,2007-05-27,0.0,80722.08,80722.08
42655,71232,Male,Black,Active,PW SOLID RESOURCES COMMERCIAL FRANCHISE,7034,MANAGEMENT ASSISTANT,2002-02-04,0.0,71326.08,71326.08
47182,388560,Male,Caucasian,Active,PW SOLID RESOURCES COMMERCIAL FRANCHISE,7034,GEOGRAPHIC INFORMATION SYSTEMS SPECIALIST,2017-06-26,0.0,69968.88,69968.88
45938,387517,Female,Hispanic,Active,PW SOLID RESOURCES COMMERCIAL FRANCHISE,7034,ENVRMNTL ENGRG ASSC I,2017-05-30,0.0,66231.36,66231.36
27794,291745,Female,Hispanic,Active,PW SOLID RESOURCES COMMERCIAL FRANCHISE,7034,SECRETARY,2007-01-05,0.0,59320.08,59320.08
32142,330457,Female,Hispanic,Active,PW SOLID RESOURCES COMMERCIAL FRANCHISE,7034,SR ADMINISTRATIVE CLERK,2013-07-29,0.0,48984.48,48984.48
37872,370819,Female,Hispanic,Active,PW SOLID RESOURCES COMMERCIAL FRANCHISE,7034,ADMINISTRATIVE CLERK,2017-06-11,0.0,37584.0,37584.0
26678,281800,Female,Hispanic,Active,PW SOLID RESOURCES AS NEEDED,7055,PROJECT ASSISTANT,2010-03-15,0.0,48796.56,48796.56
35928,363500,Male,Hispanic,Active,PW SOLID RESOURCES AS NEEDED,7055,MAINTENANCE LABORER,2014-03-24,0.0,42678.72,42678.72
46486,390626,Male,Hispanic,Active,PW SOLID RESOURCES AS NEEDED,7055,STUDENT ENGINEER,2017-09-06,0.0,42449.04,42449.04
